game_id,who_won,move_number,white_pieces_remained,black_pieces_remained,kill_value_white,kill_value_black,white_move_sequence,black_move_sequence,move_made
b61b981c-e005-4064-8cc8-6feae75530b3,1,2,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4,Nf6,c4
b61b981c-e005-4064-8cc8-6feae75530b3,1,3,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4|c4,Nf6|e6,Nc3
b61b981c-e005-4064-8cc8-6feae75530b3,1,4,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4|c4|Nc3,Nf6|e6|Be7,e4
b61b981c-e005-4064-8cc8-6feae75530b3,1,5,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4|c4|Nc3|e4,Nf6|e6|Be7|O-O,Bd3
b61b981c-e005-4064-8cc8-6feae75530b3,1,6,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4|c4|Nc3|e4|Bd3,Nf6|e6|Be7|O-O|d6,Nf3
b61b981c-e005-4064-8cc8-6feae75530b3,1,7,"[8, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,0,d4|c4|Nc3|e4|Bd3|Nf3,Nf6|e6|Be7|O-O|d6|e5,O-O
b61b981c-e005-4064-8cc8-6feae75530b3,1,8,"[7, 1, 2, 2, 2]","[8, 1, 2, 2, 2]",0,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O,Nf6|e6|Be7|O-O|d6|e5|exd4,Nxd4
b61b981c-e005-4064-8cc8-6feae75530b3,1,9,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6,Bf4
b61b981c-e005-4064-8cc8-6feae75530b3,1,10,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8,h3
b61b981c-e005-4064-8cc8-6feae75530b3,1,11,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6,Re1
b61b981c-e005-4064-8cc8-6feae75530b3,1,12,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8,Bc2
b61b981c-e005-4064-8cc8-6feae75530b3,1,13,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6,Qd2
b61b981c-e005-4064-8cc8-6feae75530b3,1,14,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5,Rad1
b61b981c-e005-4064-8cc8-6feae75530b3,1,15,"[7, 1, 2, 2, 2]","[7, 1, 2, 2, 2]",1,1,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6,Nxe6
b61b981c-e005-4064-8cc8-6feae75530b3,1,16,"[7, 1, 2, 1, 2]","[7, 1, 2, 1, 2]",4,4,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6,b3
b61b981c-e005-4064-8cc8-6feae75530b3,1,17,"[7, 1, 2, 1, 2]","[7, 1, 2, 1, 2]",4,4,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7,Bxd6
b61b981c-e005-4064-8cc8-6feae75530b3,1,18,"[7, 1, 1, 1, 2]","[6, 1, 2, 1, 2]",5,7,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6,Qxd6
b61b981c-e005-4064-8cc8-6feae75530b3,1,19,"[7, 1, 1, 1, 2]","[6, 1, 1, 1, 2]",8,7,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5,Qd2
b61b981c-e005-4064-8cc8-6feae75530b3,1,20,"[7, 1, 1, 1, 2]","[6, 1, 1, 1, 2]",8,7,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5,f4
b61b981c-e005-4064-8cc8-6feae75530b3,1,21,"[7, 1, 1, 1, 2]","[6, 1, 1, 1, 2]",8,7,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8,Qe3
b61b981c-e005-4064-8cc8-6feae75530b3,1,22,"[7, 1, 1, 1, 1]","[6, 1, 1, 1, 2]",8,12,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1,Rxd1
b61b981c-e005-4064-8cc8-6feae75530b3,1,23,"[7, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,12,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7,f5
b61b981c-e005-4064-8cc8-6feae75530b3,1,24,"[6, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,13,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5,Rf1
b61b981c-e005-4064-8cc8-6feae75530b3,1,25,"[6, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,13,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6,Ne2
b61b981c-e005-4064-8cc8-6feae75530b3,1,26,"[6, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,13,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6,Nd4
b61b981c-e005-4064-8cc8-6feae75530b3,1,27,"[6, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,13,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5,Re1
b61b981c-e005-4064-8cc8-6feae75530b3,1,28,"[6, 1, 1, 1, 1]","[6, 1, 1, 1, 1]",13,13,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8,Nxe6
b61b981c-e005-4064-8cc8-6feae75530b3,1,29,"[6, 0, 1, 1, 1]","[6, 1, 0, 1, 1]",16,22,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+,Rxe3
b61b981c-e005-4064-8cc8-6feae75530b3,1,30,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6,Re2
b61b981c-e005-4064-8cc8-6feae75530b3,1,31,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5,Kf2
b61b981c-e005-4064-8cc8-6feae75530b3,1,32,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7,Ke3
b61b981c-e005-4064-8cc8-6feae75530b3,1,33,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7,h4
b61b981c-e005-4064-8cc8-6feae75530b3,1,34,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+,Kf4
b61b981c-e005-4064-8cc8-6feae75530b3,1,35,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6,e5
b61b981c-e005-4064-8cc8-6feae75530b3,1,36,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+,Kf3
b61b981c-e005-4064-8cc8-6feae75530b3,1,37,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5,g3
b61b981c-e005-4064-8cc8-6feae75530b3,1,38,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6,a4
b61b981c-e005-4064-8cc8-6feae75530b3,1,39,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7,g4
b61b981c-e005-4064-8cc8-6feae75530b3,1,40,"[6, 0, 1, 0, 1]","[6, 0, 0, 1, 1]",25,25,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5,gxf5
b61b981c-e005-4064-8cc8-6feae75530b3,1,41,"[5, 0, 1, 0, 1]","[6, 0, 0, 0, 1]",28,26,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5,h5
b61b981c-e005-4064-8cc8-6feae75530b3,1,42,"[5, 0, 1, 0, 1]","[6, 0, 0, 0, 1]",28,26,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6,hxg6
b61b981c-e005-4064-8cc8-6feae75530b3,1,43,"[4, 0, 1, 0, 1]","[5, 0, 0, 0, 1]",29,27,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6,Rg2
b61b981c-e005-4064-8cc8-6feae75530b3,1,44,"[3, 0, 1, 0, 1]","[5, 0, 0, 0, 1]",29,28,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6|Rg2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6|Kxe5,Rxg6
b61b981c-e005-4064-8cc8-6feae75530b3,1,45,"[3, 0, 1, 0, 1]","[4, 0, 0, 0, 1]",30,28,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6|Rg2|Rxg6,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6|Kxe5|Rd2,Rg2
b61b981c-e005-4064-8cc8-6feae75530b3,1,46,"[3, 0, 1, 0, 0]","[4, 0, 0, 0, 1]",30,33,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6|Rg2|Rxg6|Rg2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6|Kxe5|Rd2|Rxg2,Kxg2
b61b981c-e005-4064-8cc8-6feae75530b3,1,47,"[3, 0, 1, 0, 0]","[4, 0, 0, 0, 0]",35,33,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6|Rg2|Rxg6|Rg2|Kxg2,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6|Kxe5|Rd2|Rxg2|Kd4,Bxf5
b61b981c-e005-4064-8cc8-6feae75530b3,1,48,"[3, 0, 1, 0, 0]","[3, 0, 0, 0, 0]",36,33,d4|c4|Nc3|e4|Bd3|Nf3|O-O|Nxd4|Bf4|h3|Re1|Bc2|Qd2|Rad1|Nxe6|b3|Bxd6|Qxd6|Qd2|f4|Qe3|Rxd1|f5|Rf1|Ne2|Nd4|Re1|Nxe6|Rxe3|Re2|Kf2|Ke3|h4|Kf4|e5|Kf3|g3|a4|g4|gxf5|h5|hxg6|Rg2|Rxg6|Rg2|Kxg2|Bxf5,Nf6|e6|Be7|O-O|d6|e5|exd4|c6|Re8|Na6|Bf8|g6|Nc5|Ne6|Bxe6|Nd7|Bxd6|Qa5|Ne5|Rad8|Rxd1|Nd7|Bxf5|Be6|Qb6|Ne5|Rd8|Qxe3+|fxe6|c5|Kf7|Ke7|Ng4+|Nf6|Rd4+|Nh5|b6|Ng7|Nf5|exf5|Ke6|hxg6|Kxe5|Rd2|Rxg2|Kd4|Kc3,Bd7
